,year,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CAMS-CSM1-0,CESM2-WACCM,CanESM5,EC-Earth3,EC-Earth3-Veg,FGOALS-g3,FIO-ESM-2-0,GFDL-CM4,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,MIROC6,MPI-ESM1-2-LR,MRI-ESM2-0
tas,2015,1.040053932075736,1.063220294648796,0.9142481825853016,0.795448005025951,1.3007268046239726,1.540147147916618,1.3474812252866901,1.5677453515559847,1.0179846054182917,1.4002511625772012,1.059142875935521,0.9361470940908229,1.169677734375,1.538486367197308,0.5593310937785768,1.0497940683199072,1.1078782681013972
tas,2016,0.938217358989372,1.0208075994866022,0.9599471491838235,0.8567937383554209,1.368815850730556,1.5715173774844782,1.2950242185613046,1.6910441133349916,1.3923630291447893,1.507497949491248,1.021653455844202,0.9249924582321777,1.2488454580307007,1.5929185187514463,0.4964965011013807,1.1804820567794916,1.1585203048151034
tas,2017,1.117732313815452,1.1672827213841401,0.9712694337836089,0.7528180371068913,1.390649825404812,1.7260421204226144,1.4304453564996322,1.7319818109220222,1.347517073415375,1.4849472796017456,0.9436049323890501,0.9855023911688742,1.6258468627929688,1.7478872313219114,0.7374779844163347,1.1026871789227026,1.2354869599491565
tas,2018,1.136460498607524,1.1521774666078102,1.0572800894646217,0.8504030005407893,1.4382546295537537,1.6279096344300683,1.479382723764445,1.8232528134915877,1.4401983843840516,1.5464736723743375,1.0446262171077147,0.9526725316206779,1.5683313608169556,1.712076391443868,0.9775314275214129,0.9873667672236053,0.9946952644140149
tas,2019,1.088566263321269,1.0282469026997394,0.9861324585018186,0.9078857666263266,1.1495294408784957,1.634062082956632,1.6214187624260508,1.8431210769053148,1.3626520072393806,1.674617132157228,1.0429366752147378,1.029017047015974,1.4991607666015625,1.8229707706964386,0.7598256559580913,0.8759019753573559,0.9909716465316242
tas,2020,1.134811174554116,1.0241432558847852,1.10103299305014,1.0002625764192838,1.1668961011150383,1.9546495053525206,1.3304047207105327,1.8709967292804823,1.2121229904358775,1.6731085677918383,1.0764817775279028,1.1003463371065056,1.5680770874023438,1.8812976013267597,0.6791247999855917,1.0390205324157666,1.0686931920225788
tas,2021,1.223002910073987,0.9921471580530247,1.1330647188737732,1.0899839411627568,1.4439587977022086,1.8535704335745038,1.3292857751201836,1.673535689799299,1.1340198912041284,1.7041492334726958,1.181853949333212,1.0851251905696415,1.5878270864486694,1.993827599183992,0.6895530431891643,1.3387949269714123,1.2416731885027208
tas,2022,1.3735156288114798,1.0965294839524518,1.1071354408095762,0.9942914067788516,1.4510185066299925,1.8669801818198788,1.4248992154406654,1.6325645038063357,1.2702810935183162,1.6938262923035314,1.2658103024802283,1.1694064873094685,1.4425863027572632,2.1024523313763033,0.8710718144265996,1.1981269230570415,1.5109380209356356
tas,2023,1.3495311150873164,1.2257966190700813,1.209522327384472,0.8554108977919034,1.3548891247945392,1.9615334333045524,1.5505535951586797,1.7660066286859195,1.3066181448326357,1.6807848100819172,1.2804941293218615,1.1267779707505288,1.4959665536880493,2.0869831028375216,1.0090850644664944,1.1766990323226925,1.4053001823933233
tas,2024,1.3801287636053086,1.2891605097124075,1.0799744264027897,0.9596784866379645,1.4363485068919222,2.0461264979811866,1.6049495351599792,1.853143025986289,1.4697003165122215,1.5387422948915297,1.287389783954988,1.4044745866509867,1.7294769287109375,2.113097850185246,1.2041404229294084,1.4010767160608328,1.361097772643807
tas,2025,1.4484904064665425,1.244302936449344,1.1030060694610928,1.026009738070627,1.598796229101211,2.2819815007756623,1.683812639433583,1.9449496975395089,1.3186977869416647,1.6604038392584357,1.4112094176726042,1.3476031035674179,1.7915674448013306,2.234109010090554,0.8821559820703584,1.2405202411296443,1.369567933055966
tas,2026,1.46868403068945,1.4648808476091186,1.236196391615157,0.9389831089003783,1.598673670265967,2.4230757151706257,1.6737128717258685,1.7054153956464404,1.3957284240908479,1.8116967751138209,1.4986676327085036,1.3598843537047998,1.8984349966049194,2.240048290171098,0.9197443230641369,1.2196178261894868,1.406121865657468
tas,2027,1.613840698029108,1.6023490570312144,1.2725914576875301,1.0848451484474328,1.5485610243738297,2.339998065039893,1.648806723430089,1.8640351993976196,1.3883066721838115,1.8183766829179717,1.4107313838803652,1.3695969430575492,1.769335389137268,2.2563352399868344,1.0737575407784636,1.226520043021561,1.429588794332318
tas,2028,1.6058665159398136,1.5213019985891048,1.3866460149423905,0.9446019521727465,1.7594897245966383,2.2876570767285833,1.701435876015509,1.9335294004374741,1.3284160655895125,1.8721391190509802,1.3891463863748659,1.3184629121877076,1.7025833129882812,2.2884689924627204,1.3354945804319034,1.4037622782331407,1.4009279374082837
tas,2029,1.5732586839705267,1.6268987760951081,1.3686432915074345,0.8704405058822905,1.7808728546567352,2.1244581125667517,1.8071845243747096,1.9802732387059667,1.4091046925404005,1.8284943453999176,1.5337377818574254,1.3781999576096287,1.7691980600357056,2.221793175382094,1.4247130329933384,1.3815736618354844,1.5090030649454131
tas,2030,1.51154827016029,1.5012035424519656,1.3603402847904296,0.8244148029960267,1.5867355700168275,2.146050328060999,1.6531610520169078,2.029068946229245,1.3590058845062174,1.8784866234647002,1.603963859549206,1.3800108462004061,1.6621042490005493,2.265191262275612,1.0330047033563072,1.4650157640498567,1.3026749692079893
tas,2031,1.6530684171418102,1.562584362883148,1.361507285866755,1.171387515375675,1.660520663630687,2.2806196620752153,1.6260619230381603,1.9122855210842336,1.3466494919186118,1.9706058991354685,1.4426695437786112,1.376688246783118,1.8347015380859375,2.3352746838799874,1.0495342195094868,1.6034937644012217,1.4664446932707307
tas,2032,1.5222787840736391,1.6616816066322333,1.3372603599092703,1.2029167933569387,1.7950923556178964,2.2456261351009963,1.7297598703427042,1.8897936640886333,1.5686798160745876,1.9622468875303554,1.4284724830522368,1.4179165195946364,2.1323623657226562,2.340235582976163,1.3021489727309141,1.3287796888167567,1.5374376412925084
tas,2033,1.696072865671861,1.771780892904341,1.303409315628637,1.089565841747638,1.7426575167165907,2.361812075615082,1.7361080515346288,2.1957301444643207,1.5957304875755132,1.9146306211471966,1.4120318224645463,1.340939234565634,1.9808374643325806,2.2736192287430206,1.5426563152076322,1.3831000740220627,1.4588396630091343
tas,2034,1.7853165063295648,1.8504283317770955,1.3282070888216424,0.9008179815763621,1.9126794203809065,2.567774250045744,1.7463330810967743,2.1014319703717064,1.6174305755365121,2.0864330733498186,1.5659235698581238,1.4793685300666322,1.9561996459960938,2.3377570758656816,1.4134674577997213,1.4710792631818823,1.5613242000136343
tas,2035,1.792632183979175,1.7576069922116584,1.5145358770340114,0.9518607273293659,2.0014054148659475,2.558239822490279,1.9096919936814676,1.9471816141389553,1.6030777134204186,2.129322159684629,1.6082966058139856,1.489948523186598,1.8758748769760132,2.5815488859817557,1.151910262698659,1.4274352031106095,1.5864611158253676
tas,2036,1.5224478453370647,1.6147105020322954,1.4291617969429922,1.1611524935460693,1.797677240723696,2.4163656456259304,1.6646238216544162,2.0390082041218185,1.6419050525840362,2.125356463020367,1.709495297210097,1.487098550845739,2.1214473247528076,2.634030733273543,1.2587924306671472,1.344800033467995,1.6987002794172479
tas,2037,1.7161211333090403,1.6711572881909358,1.5136626497724563,1.0982673773545646,1.8875391876744345,2.4869602625661997,1.5918272571863525,1.9683322934809884,1.713675210602858,2.106109993099693,1.7109327746402745,1.479609982460379,2.218632936477661,2.601188480423834,1.3969296977414085,1.4480457677348682,1.876855303926978
tas,2038,1.962660540165184,1.6949644148991894,1.7435292698973182,1.098593807892063,2.0900849761094946,2.512838372688956,1.7212518114484112,1.9604698987942395,1.7121720597309888,2.3690637390403615,1.7192084050995835,1.4938747278185407,2.0231552124023438,2.6259536863080606,1.583907607633454,1.454409792149671,1.7571755494049153
tas,2039,1.9046730768572502,1.8895970580332364,1.7814134345535706,1.23674351274875,1.921725917368202,2.5466332798247513,1.8724959988617134,2.3042276785307316,1.7486846452702878,2.4062752631298046,1.7231687331154337,1.423154696015312,2.292938232421875,2.66309309384305,1.4257387140244806,1.5430550711513245,1.7653691263007971
tas,2040,2.1217214997248797,1.910486069673264,1.7362690103978007,1.4063422305125595,2.068582011890546,2.6189568220665933,1.8155858318312188,2.378117802408392,1.7341252370115825,2.2252964300775013,1.7454263951302142,1.556281408888997,2.5694961547851562,2.6923997899173506,1.1408677226107689,1.6823480476669914,1.6715873721113705
tas,2041,2.0401854628474467,1.888089340502873,1.6638309890454177,1.1774994680950026,1.8188037524486258,2.7021317278843497,1.93498260427945,2.0354040852784343,1.7528053817032874,2.2021528472366327,1.7023163015738305,1.6953134386533435,2.3528850078582764,2.7165767061586004,1.139484338468743,1.8461727411085274,1.684532528306202
tas,2042,2.2123654802074335,1.9055074910688745,1.7142802534924517,1.2832217502411918,1.8102384415369528,2.9023843419990527,1.9768271486201598,2.062264711217594,1.696445369631699,2.4336428416899216,1.6387968836371367,1.7115844656160608,2.2088165283203125,2.629073904613032,1.2590887631587055,1.7759493409694045,1.7186457288317456
tas,2043,2.245043685994664,1.9072228771843907,1.8224767337226904,1.3617378878205908,2.1201643863558104,2.69169158494095,1.8114692484290724,2.3038442658496905,1.7969437508132273,2.434249079574007,1.7694891186538417,1.7804148649842186,2.2709224224090576,2.8152765529443493,1.5902349303218226,1.6155818352080804,1.741037288626572
tas,2044,2.1214087623532834,1.8838104447838664,1.8564555278142478,1.235625686847295,2.246258616555361,2.871385041706143,1.7950646192344901,2.509074019498238,1.821221742216423,2.253987780967909,1.7764266849763857,1.7715832723517526,2.1601409912109375,2.7716855655383292,1.7443583633936868,1.6264080070106435,1.8124982520173678
tas,2045,2.2429161524350056,1.8942216510578145,1.8264947340310915,1.2831429403152725,2.2211942740657853,2.816339406962181,1.9356921269134137,2.275277290444047,1.9073097634084064,2.3391402748459265,1.8714566808403628,1.809163446974651,2.3444900512695312,2.831987609058283,1.4092230133102912,1.7045308421057304,1.973782902577227
tas,2046,2.2250575387284073,2.15543698352001,1.8443935068721562,1.1874488102954122,2.375145725196669,2.785669653709552,2.0876394205589484,2.363210982929369,1.7456365765507655,2.4299459215984314,2.085470040613714,1.7410388047886773,2.524869203567505,2.919927799226803,1.4766179748239807,1.6626281504680378,1.996667103838367
tas,2047,2.32591260756413,2.1838718589990074,1.7098583308969684,1.5016073599704924,2.4360106802156927,2.778530645909863,2.1438365126580408,2.3382202135537447,1.7705471481519244,2.443773229541994,1.907998126331653,1.7164255378622737,2.664700746536255,2.959595976988652,1.6038579837960707,1.686231215686206,1.9809361607706488
tas,2048,2.3396087935055427,2.213566274890321,1.748253852685546,1.4288928767932418,2.44829710261538,2.9877834696088335,1.9847661215714822,2.4854755510204476,1.980471077544389,2.406725888221956,2.0989260235769933,1.8246812015973433,2.5883407592773438,2.940853473613226,1.8269655271657588,1.9867096617897981,2.0429043119111205
tas,2049,2.348692753035806,2.298691590401139,1.7316687063203346,1.446061127636952,2.439404706397307,2.854702634493852,2.2179547152916115,2.497345646741882,1.789860467410752,2.415232388113386,2.1076860663322727,1.8247657722683168,2.5554707050323486,3.029030986205323,1.7024485951353607,2.006900530506352,2.0461516003476086
tas,2050,2.2629882616392933,2.228065378838366,1.6814812839205047,1.3894577510835358,2.420807503853178,2.889777441540815,2.5156023398704597,2.359047468396715,1.7280265973673987,2.4444584394982436,2.0250085303513337,1.8125751971435733,2.585423707962036,3.116165331677678,1.2645869489747572,2.00104866294762,2.0928496106212813
tas,2051,2.405657972494623,2.2307277468396713,1.8315838999483656,1.673611279587239,2.4620609232173414,3.121940482157276,2.3478013228654313,2.6006936106827205,1.8815660430198544,2.499093624012635,2.1358576469122474,1.6991415421305287,2.36846923828125,3.0893321517473993,1.305575668397869,1.873249522857132,2.051104620087031
tas,2052,2.395955711704739,2.222357444631276,1.8613835367891671,1.7280175054391596,2.4143789460407845,3.2341520845092333,2.215470318420737,2.6783303231429962,1.8232962363733094,2.500206786504672,2.189556893681541,1.8471031837396907,2.5863749980926514,3.0499604624127508,1.5395790257731317,1.9732588652903236,2.004812697638608
tas,2053,2.6094168996802076,2.174886845095704,1.8555804679603842,1.6085345464932697,2.2392162744299973,3.0130961082311196,2.3052291133182288,2.702433479595603,1.7948224223655085,2.5884693508844947,2.0145551350077775,1.7488930717653233,2.9130706787109375,3.0337147937883437,1.7928922625676809,1.8780275603633925,2.1632091941908462
tas,2054,2.476201331838643,2.0514819351309037,1.9049947648814889,1.59251832970196,2.448270569357087,2.921352496346387,2.4840441133901927,2.5434478394189504,1.7622000353189406,2.663362715844523,2.131777827908645,1.8053680301787505,2.9080989360809326,3.2161387336259444,1.653255023350719,2.0296054582053955,2.202905635014782
tas,2055,2.6486796021427303,2.1541560399642776,1.8992121902253036,1.6273148692621362,2.6583310788744257,3.15010668115787,2.341325714721284,2.6724056042175257,1.9468632863865498,2.672182743093714,2.088732024076009,1.9062764167402453,2.736546754837036,3.210334134160964,1.7240925909022782,2.025355960105822,2.156077936620605
tas,2056,2.7219869622191006,2.285064624839061,2.038737106175996,1.5401080884497464,2.72197902583738,3.412210519243198,2.4118844666101658,2.8409089359715503,1.8033001270990827,2.4031044935543093,2.018257307838965,1.9782200849842013,2.517916440963745,3.301240115492637,1.7350731855270187,1.8298703108818775,2.2993210356550216
tas,2057,2.6127638358866156,2.417337773187095,2.1197667576799595,1.5973213130212873,2.57429704763004,3.353037791579567,2.5080403427232008,2.8117623434579904,1.7903783016949433,2.577948431603294,2.234829322636685,1.9954308458850771,2.7457199096679688,3.189410096229802,1.8684045120665662,1.8022127362112552,2.2668018521247197
