,year,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CIESM,CanESM5,E3SM-1-0,E3SM-1-1,EC-Earth3,EC-Earth3-Veg,FGOALS-g3,FIO-ESM-2-0,GFDL-CM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,MCM-UA-1-0,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-MM,SAM0-UNICON,TaiESM1
tas,1860,0.0916521340100142,-0.06421849294097608,-0.0769768446588633,0.09754278917107702,0.16030195430474237,0.13763768355063158,0.014973690964599959,-0.02002154128653899,0.14445909388104403,0.06635873215977502,-0.017187069135971456,0.02991235318039287,0.2305681718116593,0.015582232787267003,-0.1545605714414696,0.008240671795775256,0.10133936236945355,-0.05019287790382047,-0.27670477592272863,-0.023728583982337643,0.13500234181047688,-0.08281954361815262,0.00777435302734375,0.008188880093636422,-0.13659724239242146,-0.0176971611734776,0.004333794417036074,0.0730144762667256,-0.007364754955654955,-0.014669700784575449,-0.02450245395320394,0.09850627930415119,0.26359551290004885
tas,1861,-0.028838854969222893,-0.0643816129471162,0.019939738164907794,0.08460485949303613,0.09965572621816914,0.011224995985623801,0.016280521195071174,-0.1980344565403982,-0.05455606305538652,0.015268087274307618,-0.05283785725819712,0.04248601958533035,0.001702474704534514,0.004199039746287288,-0.029412330216899818,-0.0039415278506993445,0.11339239150942149,-0.10345042661393222,-0.07117771260677823,0.09972419333148726,-0.029268137589198773,-0.11399087787373692,0.18816375732421875,-0.028469234851049425,0.16399300755207472,-0.08552225427657352,0.05452513798062834,0.16951241174748097,-0.036315020892464155,0.008537316435858125,-0.13068583418225424,0.04548811026681202,0.09927174143153177
tas,1862,-0.041719639413059895,-0.09345334050982028,-0.15683077085008298,-0.014339140460933208,0.038062402845810084,0.15918895247631326,0.1110209138376111,-0.2774607446991079,-0.2144501678796805,-0.07476609980478106,-0.20402101965607736,0.08989201383247784,-0.042082008275154216,-0.12975158151692293,-0.2014254119697559,0.02977935209356512,-0.04921196360864144,-0.05445514533313182,0.17283775611385485,0.15462903895416957,-0.09513164888604327,-0.029695346852520288,-0.20786285400390625,-0.10413070943431062,0.18584701583336027,0.04775565196836359,-0.08195798953750473,-0.027395655298567096,-0.08074490955142721,-0.12275570467722237,-0.11103545257614655,0.14288635373987782,-0.11588792563521604
tas,1863,-0.1296071370793186,0.06774456872629742,-0.14941255353938723,-0.010042301500907532,-0.0657959306234801,0.13893116173351436,0.1256217766100273,-0.16359112041823684,-0.10018502195328456,-0.03555071220110051,-0.06436998739777759,0.04058027195551025,0.0736134958112918,-0.0067946888083412205,-0.14678630889528202,-0.07747138121876655,0.030851698303280273,-0.23001820127883357,0.09765274918470841,-0.12265694370989877,-0.021346856565424826,-0.11729725325982088,-0.07866668701171875,-0.11499827379563499,0.24830408978741994,0.1949384027219215,-0.039022871835949026,0.0030479798512080456,0.01385422949987003,0.04590405448793907,-0.021527912172255508,0.1314701728165725,0.1586508579837679
tas,1864,-0.020723606099934955,0.1079397471321973,0.11307914867020467,0.08765064482597988,-0.0843560214189883,0.12549158647518274,0.029617572790167895,-0.09460691039956733,-0.20091027878266252,-0.10643768654233554,-0.07782239721720903,0.051424851618672086,0.10635245109984244,0.14169062443077962,-0.10405851814646876,0.04384727187901186,-0.031143528356906813,-0.14707164064389153,-0.24793802622827835,0.023846463619302465,-0.1751776185767492,-0.07071632357323665,0.0197881069034338,-0.019920039808430563,0.0524925666552131,-0.142591860484823,0.1174950052104909,0.2154937087871834,-0.11525154272367881,-0.08306191453332208,0.1263304908317764,0.09338482715353773,0.1774994070145842
tas,1865,-0.08619731417552146,-0.024960015942918783,0.053556223715375495,-0.023128671259423566,-0.08532154088592847,0.022608452228017956,0.10114055232678727,-0.04677669987010802,-0.09069337358306011,-0.1643076794606865,-0.20048847844565879,-0.0852637938829588,0.008143399518364921,0.1464877241607212,-0.17331315528566904,0.1465778041606948,0.07955979946498815,-0.0671468737784835,-0.18186109066891257,0.06066571447621053,-0.18190295731727227,-0.07518634337630677,0.13113658130168915,-0.18410092406658882,0.07821754355969783,-0.25235560449039934,0.07051367602441871,0.16421971969665586,0.009236314636614415,-0.008889862163073303,0.18498438465650224,-0.1145474501112318,0.06892762981647611
tas,1866,-0.06278526448613775,0.02542671080166296,0.08297717527554956,0.0011898400149827164,0.07285322029706738,0.10796776249217525,0.16524385414385753,0.12889642254011827,0.006368528915947043,-0.09744652927184443,0.03809031055149603,-0.03174054364400073,-0.0676770645988114,0.12492866299010548,-0.23339945256433717,0.15694010515675907,0.00829470950507035,0.0734671222527794,0.057744490717524855,0.2780398293579272,-0.08905801182463809,-0.05021245517122944,0.26208749413490295,-0.0017033825842058075,0.08012866891399995,-0.1894304528090771,0.04486658612284108,0.00871770953156196,-0.053083656135560396,0.00411068974764343,0.3571675948364117,-0.20742323261623596,0.0987136138999792
tas,1867,0.03835836466936371,0.1514963290207921,0.18825516718847743,-0.049391424803725194,-0.07759388755942116,-0.03808457760530359,0.04385481875276772,0.13328129392023413,-0.1555340801381817,-0.004839904374146424,0.18301596786700713,-0.014673896014973783,-0.09659957482501606,0.09259333887849171,-0.124216650351381,0.11843709790445682,0.10241775932409307,0.12023242103685068,0.15744200910830367,0.06586715887551502,0.12720886768415576,0.02622325831695586,0.1160532608628273,-0.05196385397691472,0.06597108341402702,-0.10199211982241725,-0.0494502849673637,0.056002113667986464,-0.07875597740416158,-0.1013807793191243,0.3179235312958184,-0.09506040713555326,0.0987909774399327
tas,1868,-0.10724801238599942,0.12376984350441944,0.07760603935533557,0.0575446178874491,-0.07363062127918359,-0.09568848524682494,0.027652719036784863,0.10205201466719416,-0.11168018634206571,0.07090782223211534,0.03404550518398253,-0.003895511922564765,-0.0719215383998583,0.06340747891364629,-0.10765597219460214,0.16291950028322333,0.30211193565856337,0.05072901026282276,0.17715191186221566,0.04517263039670164,-0.07979552512640471,-0.05612237653914557,-0.024810791015625,0.014577841396269756,0.09534935417179706,0.0983236616242446,0.10276870037427462,-0.029618091469198287,0.0260788181378994,-0.1678097475411325,-0.03249984779483839,-0.003959872621895973,0.032730968024528316
tas,1869,-0.05020243049052908,0.011550978859432348,0.138116514552569,-0.019983005131635423,-0.28484590399143883,-0.030272093560445985,0.0403788069022634,-0.07757373012784304,-0.04701715949593203,-0.13632648421445026,-0.004299503965143003,0.06280317147565029,-0.03447932574418644,0.016961253473553484,-0.1260386708062479,0.03155563837285532,0.12113302459030706,0.10266886326245128,-0.11311061348798053,0.23960842744719932,-0.12596734821388603,-0.031236198034775953,-0.08136749267578125,0.004224036517176917,0.18981460369784978,0.23958549146351515,0.06593677929413862,-0.014786489718626209,-0.11046480978862878,-0.05469339563874106,-0.06197231415193016,-0.02440800539320283,0.00948474303869773
tas,1870,0.014523978855175793,-0.01436668310072283,-0.03382054912043012,-0.002881330865179166,-0.2235450177714521,-0.08483031185571595,0.04395699380971033,0.030694850098498705,-0.027766477312577347,-0.1177445290116547,0.052136164008231844,0.19108225636464718,-0.01701182938812451,0.1580882144003084,-0.04160270184739071,0.08804082790510866,0.061401246154792,0.09983359333357573,-0.13550179573893217,0.22220684996257964,0.012224217011047736,0.03394835892397433,0.04502105712890625,-0.06912748977592287,0.3796462938184675,0.07720186297070579,0.09154975209843978,0.1542992979921062,-0.07743048924783125,-0.039644271368004524,-0.12891009342360368,-0.004668726638290839,0.023813728636052172
tas,1871,0.06549125866801357,0.054190554854831895,0.058267827217614844,0.02336012342811955,-0.10647002418687161,-0.0444664676668746,-0.013478134923185317,0.08225336784453437,0.131092680814902,-0.08603156323968146,-0.023241027125967168,0.07528110801121102,0.11780117699613868,0.1356210462501982,0.025114794962410276,0.07444242866904933,0.004917282250801236,0.14540642947948848,0.07380974369941858,0.04127547404366775,0.22032956286586605,0.09698445178385384,0.13098907470703125,-0.02078631040238103,0.28718663134146993,0.07901813858841915,0.20643700887970814,0.08249194050645296,0.008247318230985456,0.02072804806434192,-0.009219656993266767,-0.04187820337263778,0.0863908103336873
tas,1872,0.18993406847605834,0.06042806033093958,0.04647672804423072,0.11613623879846102,0.08794493110555379,0.19029347066086189,-0.024410432673979205,-0.09133094897723974,0.05768239299705158,-0.025965286472744726,-0.04256401695402209,0.17018710966725337,-0.03522235023151173,0.08519628742439522,0.05020527419907239,0.07246127234683779,0.12775829708854758,0.27402152253696954,0.18101891101253878,-0.251256664311209,-0.11193077537510969,0.1042037401719161,0.2418212890625,-0.11811693794118128,0.11654760386444234,0.04150821487740094,-0.0010549725036005004,0.040223431006225496,-0.15972437073125434,-0.1488679981530415,0.035844096091774226,-0.022741755031134403,0.21474511019890485
tas,1873,-0.09176748297077116,0.1564149634027198,0.026464609259979472,0.0317102052069013,0.07412806580777935,0.14914323414721764,0.0262654025262871,-0.0014569764556568998,0.07304530144492105,0.02943042470727164,0.0018591890589950328,0.23889754519887182,-0.06913550460850597,0.16456851612615253,0.057315953334480696,-0.024119455674409096,-0.03726052824313797,0.12344826266203768,-0.0692166266394878,-0.07665029352423385,-0.22823972648832105,0.04373653052350335,0.2416280061006546,-0.032699773692821545,-0.07887266052245441,0.13577050863851525,0.014559114623390693,0.02448550692143196,-0.26331589283691414,0.032604346069168365,0.025419551253681522,-0.1418199504255616,0.048523255415176436
tas,1874,0.1027322729373547,0.1977393625507915,0.021349903353221105,-0.09403108581339363,-0.34162755656087523,-0.07222963598871483,0.20876157614951296,0.058511896140837884,0.033566811695375044,-0.12094647346736072,-0.07428603387987683,0.0612250085697165,0.03678416519719955,0.0027978415078564467,0.03553066495712661,-0.17608166850391646,-0.004404991657063799,-0.05181728605207544,-0.3298578669364976,0.18243277789498316,-0.06240479200753176,0.03311581278126615,0.1508076936006546,0.1602010157860955,-0.012316175178597177,0.20684175160657503,-0.007281743760335265,-0.08830495013691575,-0.15591667746066187,0.056024946945015586,0.28853376264350555,-0.1271323540851057,0.11360511439994052
tas,1875,0.059465032150437004,0.14237591189518164,0.01656891363450086,-0.017710446350098625,-0.14758717012367603,-0.0017643103649191971,0.21762774202916546,-0.024607633641802334,-0.1338304002407066,0.01932801370720938,0.04969723611346429,0.15284517412207776,0.022582842019436573,-0.14652842524926277,-0.05931805490780562,-0.04188584524304891,0.020937580018890383,-0.0028490576424076153,-0.039918663520448185,-0.06510333866411126,0.1532451546720258,0.12389936245985685,0.0570170097053051,0.12835475647474937,-0.08845589274585564,-0.01852397826241751,0.07760914321308594,-0.16209321579690558,0.07185839789188246,0.10345963033450307,0.18107421129775028,-0.03119534026278359,0.19618855677306613
tas,1876,0.013159145511115375,0.06210141859526175,0.13753766807020895,0.04867071189871316,-0.022648914134374348,-0.07809377614107878,0.10382033455516175,-0.05814976713794332,-0.1303008354434354,0.1195727986368335,0.11456152563330117,0.014134346867327471,0.12818455270905815,0.06454775938566588,-0.11717716530907296,-0.05935259113244721,-0.009344587272437366,0.06326216628164143,0.12013076698811176,-0.28734602802607395,0.1438531705016146,0.0455043290975586,0.17560577392578125,-0.12947799945151436,-0.10746604705879292,0.027714954958473943,0.09206106842609547,-0.14320517667155266,0.006778232837206133,0.00945405045105474,0.013961094243877406,0.03276389355119136,0.04079590047335557
tas,1877,0.1155230880049724,0.06314581248951374,0.12074682840294315,0.0823734299110015,0.12044940473683614,0.035518978187231674,0.05412583574066806,0.015350883257705542,-0.025202837978251107,0.22874855090090307,0.0660373334877183,0.11984229786592948,0.12070936139030645,0.006588270293586144,-0.0631462542701134,-0.01909665128349521,0.0026905158179175714,0.07893480947828853,-0.21992138309802556,-0.22328548281845428,0.0950190983133723,-0.031179905536205865,0.18524424731731415,-0.024896000303272103,0.08650367881281322,-0.08299928033787296,0.14829914110925793,-0.06893966229854225,0.07525072821030676,-0.045765619902046716,0.2510954711267175,0.08503983427134187,0.14445623774109606
tas,1878,0.060584826651705725,-0.07088085074994883,0.19804487650266842,0.0729668397506013,0.007588760014423694,0.05795330607142546,0.008608065410650548,0.2433557610516317,-0.056362996990647694,0.10341462507306669,0.09872283100460304,0.11779403115797038,0.17774601129101106,0.09128093427351303,0.11202345071695181,-0.057264701486194745,-0.00928843075479809,-0.07711264730195448,-0.3644597664081696,0.02863458131990626,0.03633084163141594,-0.09886094997842083,0.07512155920267105,0.08032564489141691,0.008717416196811692,-0.02844940661873352,0.16721420472046114,-0.016777935339897947,0.08692254366315903,0.07122142008085082,0.07798426170348212,-0.09573717331586806,0.3890089820465145
tas,1879,0.0174811706830648,0.019292847385078932,0.2670801381509638,0.10125842610892732,-0.1587417453989938,0.11811140466577778,0.17936729463958537,0.33941102618479607,0.06536766057819439,0.03544186576103433,0.0643477277614058,0.08428533659618627,0.08723941046054051,-0.02428356789733736,-0.10209305278529257,-0.02636745371152453,-0.05352157966091416,-0.04951210996736677,-0.1430268165024652,0.14962700863871703,-0.04089303802160771,-0.03744132700166839,0.00310516357421875,0.09983059575875093,0.1216795505737404,0.038648258150393154,0.10008449808663045,0.07469007762574147,-0.027273216320978122,0.08320923556267228,-0.04279365742900154,-0.04488848366275514,0.3279189257343044
tas,1880,-0.03203913532383732,0.012228055449729899,0.14450516016605283,0.15688946032713602,-0.08726879480531124,0.17843361857122866,0.046230160138937514,0.10266559593714437,0.16984080777207092,0.1675966009047869,0.13037894218639678,0.04138497542256422,-0.028596366836869908,0.09432016663488223,0.005947987342433218,0.04087498866257514,-0.0218994519729326,-0.09375192578832052,0.24988742299504452,-0.19369860306760245,-0.236251343053875,-0.020736519664912596,0.0866851806640625,0.18336173747349468,0.26588586270467357,0.0270794099041467,-0.0002357219819278574,-0.01649852995470269,0.053180700732667674,-0.007874163878052324,-0.026483768675831243,0.06881316227809009,0.12418187078561971
tas,1881,0.016119646071582377,-0.07340969856692443,0.12929534746275806,0.24543995180738895,-0.06867021919221372,0.03501475754018202,-0.05071663971350896,0.029544970852702097,-0.06018108531966485,0.18380301061156482,0.11603823203239945,0.13165730529390393,-0.014213867701807695,0.1897017652386618,0.15516819442744634,-0.08603590299644755,-0.03599322152167398,0.001497267405634754,0.24565560274093912,-0.14552676356361852,-0.06464585985743554,0.020521428672580555,-0.011098225601017475,0.19603016010136778,-0.0493153519355,-0.010528403487408392,-0.027133838556684015,-0.06506695862272711,0.10410789234660456,0.08606750977344291,0.28339776583382087,-0.06398298617433322,0.0927346744374707
tas,1882,0.06356855008836249,-0.0325479208011501,0.17646322972219744,0.10970927150622838,-0.045610214995752095,-0.2105124279252711,0.030337336447587404,0.23119422922583036,-0.05258046393009863,-0.0750259729629003,0.00890071341131223,0.167373061672194,0.07736955202337488,0.04722478912079472,0.15161287379316946,0.00036572533309235194,-0.10230756946113218,0.026006366881792548,0.01085974508845311,0.01785198219962088,0.026587163493455062,0.13782551012712455,-0.16733042895793915,0.19887008135674478,0.09096938165161816,0.04061353664151094,0.0808242835406124,-0.08447683699040454,0.1526050966784235,0.07517631567921039,0.15626222648291824,-0.09906935465039624,0.21316232052767722
tas,1883,-0.029303103538429316,0.0345236628851211,0.15089874704377357,0.05494651872708781,0.15837883515819348,-0.026890564501063825,0.05192832934079187,0.10850273159230521,0.07287117129894227,-0.09023111436520992,0.17146102767918592,0.1769169781855974,0.06653846345422683,0.13210462211538734,0.13151011060667864,-0.01585310582208403,-0.21947216589199078,-0.03568356455398695,-0.1347751467572209,0.19012777253144955,0.06320267442517036,0.0214896159084977,-0.25585174560546875,0.0506277523991893,-0.02851864871842243,0.15925588715646674,-0.04722409197052002,-0.0063908610192366195,-0.03316962446554802,-0.02868047744344911,-0.17072748271741509,-0.14398093942249565,0.18964778601801888
tas,1884,-0.3893707060811096,-0.23715999902916943,-0.18755227675897856,-0.19762000257612536,-0.5039893975592188,-0.0893976714210254,-0.052752842409447,-0.12342909653448449,-0.10119259667812248,-0.19985324002838922,-0.22740746650416574,-0.09472165607997358,-0.26949433372792936,-0.15754926534197486,-0.27821351953706613,-0.21203845934440815,-0.3799362975851797,-0.32984389853009094,-0.3103830956734062,-0.4144606740488778,-0.13613511067315187,-0.3186623733322496,-0.40412649512290955,-0.2560959787118738,-0.36740444874637035,-0.2094953835122908,-0.22717641329650462,-0.3035123033342207,-0.11407762808106743,-0.31004683174163006,-0.4628330960496451,-0.07854678037019387,-0.4619720629269987
tas,1885,-0.3270771068740241,-0.27710255059437355,-0.22389128045237308,-0.258206428534199,-0.39715434848325515,-0.24141580763138393,-0.12612192737024466,-0.018307196578807822,-0.1396249297909075,-0.2290635880168992,-0.1407678368237318,-0.23549137928666633,-0.2832818321107216,-0.18218648399409196,-0.1997427401876782,-0.13384186295646808,-0.34179746028634383,-0.25181787972122055,-0.04465874565087328,-0.30354085912861706,0.00900171994702248,-0.21697753691843502,-0.3280588686466217,-0.09080428251336059,-0.28993526439799194,-0.25706723500143386,-0.22477576665221477,-0.254874221409698,-0.2236786156069049,-0.10861994844971434,-0.4949090852828372,-0.03236467574411961,-0.5748497365872822
tas,1886,-0.3207431812518185,-0.07866610059978996,-0.09209896420668429,-0.13794481061614286,0.06832704858551608,-0.20630787428183814,-0.1003541089074768,0.03285850741928679,-0.009853199309356834,-0.20886819116997893,-0.2455221809092857,-0.21122999646420718,-0.20198742938529315,-0.12043633289640354,-0.14324177118869366,-0.07356826833953771,-0.19688741788370123,-0.11920083827118806,0.11566362728563699,-0.010437585963084453,-0.010180292516442554,-0.0718683632839922,-0.18901316821575165,-0.15624350944040089,-0.2479093951979839,-0.15449341946300402,-0.11201881855853912,-0.12724940487428663,-0.06944210232983987,-0.03259311862344797,-0.22110082658967656,0.0015386078142540782,-0.4600329815480582
tas,1887,-0.16556077469808392,-0.13494368593826778,-0.07660409568702657,-0.09268391569124408,-0.0008159742978222084,-0.02912967263577097,-0.1150276450038632,-0.008778460301518484,-0.09276772848097892,-0.029955982105098162,-0.09883588414597473,-0.12939707824241964,-0.17239636212566722,-0.15625128302093097,-0.03353008218020174,-0.03339058734073319,-0.08308537688274953,-0.0365711197312919,-0.08307444333302764,0.10929644478639962,-0.05221596427360945,-0.03395918703937184,-0.2488861083984375,-0.05181179492966237,-0.35584893918940946,-0.1160535360974535,0.06412655941309235,-0.14633764207658828,-0.10835970464683935,0.07940800664942078,-0.13285729324108786,-0.040211527237379606,-0.3901439574192125
tas,1888,-0.14913443392263068,-0.0659822061187801,0.1062552094763826,-0.06967418496945281,-0.3421081120492886,0.016894589127834553,-0.0517616005627796,-0.13368998425553494,0.0736646155818524,0.1426948237163496,0.12024579661097808,-0.12583504469876536,-0.2644197166128066,-0.2390576641944572,-0.0960838735760395,-0.07758230406895923,-0.14275611176387315,-0.042890429565919895,-0.22660618389023549,0.18238831173099848,-0.06578903709974308,0.009185627038031422,-0.2457377165555954,0.10757386567629605,-0.22486086802584282,0.09312316289491207,0.04086081848235305,-0.021307429323215388,-0.07101948399351461,0.08035599440331964,-0.005322506780061076,-0.09522816254035149,-0.18568340145514148
tas,1889,-0.11038213305883933,0.003266811279014329,0.0777572894585461,-0.09496802663957737,-0.2933332704459275,-0.24483509344187362,-0.1973855276360439,-0.14033056475766634,0.2128560801636894,0.27523901586031724,0.10607701629296191,-0.14350233494116557,-0.07115743468621834,-0.03570037261764961,0.02275964043911453,-0.04413556251656322,-0.037534751592768124,-0.10423455567629958,-0.05663114323435536,-0.11241450005072788,0.032612613116024626,-0.024318606791960445,-0.25514984130859375,0.18380851709498813,-0.3202920455834241,-0.051332444400297085,0.008750570224483075,0.17084092688059135,-0.07310249850824373,0.024543337458842036,0.009878800263204349,-0.17079747284559232,-0.24795380989315655
tas,1890,-0.05572338108037892,0.07025556027284097,0.024017490768827088,-0.18115804219328405,-0.2967562485023336,-0.10328300340084222,-0.21164588503297446,-0.06415695119057337,-0.04510300500619261,0.07222803212741269,0.027202608112427622,-0.11020923126363869,0.16140323879170163,-0.08289466108188037,0.1796937569056117,-0.035268326754225164,-0.143105833366486,-0.021807994443292955,0.23385685484293126,-0.1923804327174802,0.041800922223880356,0.05994099625309938,-0.0358428955078125,0.06822214345261557,-0.44366195042567824,-0.13033569764826325,-0.011770430120895034,0.14509688740617813,-0.06573556932992138,-0.04682008225338071,-0.17210761404213315,-0.09946960572398685,-0.27375427905331645
